Place,Population,Per Capita Income,Poverty Count,Poverty Rate,County,State
"Mercer County, North Dakota",8462,39025,39025,4.61,Mercer County,North Dakota
"Morton County, North Dakota",30868,39384,39384,1.28,Morton County,North Dakota
"Mountrail County, North Dakota",10321,36364,36364,3.52,Mountrail County,North Dakota
"Nelson County, North Dakota",2894,34491,34491,11.92,Nelson County,North Dakota
"Oliver County, North Dakota",1842,35565,35565,19.31,Oliver County,North Dakota
"Pembina County, North Dakota",6947,36251,36251,5.22,Pembina County,North Dakota
"Pierce County, North Dakota",4126,30756,30756,7.45,Pierce County,North Dakota
"Ramsey County, North Dakota",11583,34041,34041,2.94,Ramsey County,North Dakota
"Ransom County, North Dakota",5314,34665,34665,6.52,Ransom County,North Dakota
"Renville County, North Dakota",2442,34452,34452,14.11,Renville County,North Dakota
"Richland County, North Dakota",16254,31346,31346,1.93,Richland County,North Dakota
"Rolette County, North Dakota",14511,20484,20484,1.41,Rolette County,North Dakota
"Sargent County, North Dakota",3872,37105,37105,9.58,Sargent County,North Dakota
"Sheridan County, North Dakota",1409,32627,32627,23.16,Sheridan County,North Dakota
"Sioux County, North Dakota",4373,15649,15649,3.58,Sioux County,North Dakota
"Slope County, North Dakota",742,33798,33798,45.55,Slope County,North Dakota
"Stark County, North Dakota",31081,38103,38103,1.23,Stark County,North Dakota
"Steele County, North Dakota",1744,39011,39011,22.37,Steele County,North Dakota
"Stutsman County, North Dakota",20965,31991,31991,1.53,Stutsman County,North Dakota
"Towner County, North Dakota",2224,37239,37239,16.74,Towner County,North Dakota
"Traill County, North Dakota",8008,33321,33321,4.16,Traill County,North Dakota
"Walsh County, North Dakota",10751,34194,34194,3.18,Walsh County,North Dakota
"Ward County, North Dakota",68812,34923,34923,0.51,Ward County,North Dakota
"Wells County, North Dakota",3976,35134,35134,8.84,Wells County,North Dakota
"Williams County, North Dakota",35208,44235,44235,1.26,Williams County,North Dakota
"Adams County, Ohio",27776,22366,22366,0.81,Adams County,Ohio
"Allen County, Ohio",103175,26761,26761,0.26,Allen County,Ohio
"Ashland County, Ohio",53536,26017,26017,0.49,Ashland County,Ohio
"Ashtabula County, Ohio",97830,24265,24265,0.25,Ashtabula County,Ohio
"Athens County, Ohio",65917,22040,22040,0.33,Athens County,Ohio
"Auglaize County, Ohio",45729,31198,31198,0.68,Auglaize County,Ohio
"Belmont County, Ohio",68024,27580,27580,0.41,Belmont County,Ohio
"Brown County, Ohio",43572,26696,26696,0.61,Brown County,Ohio
"Butler County, Ohio",380019,31921,31921,0.08,Butler County,Ohio
"Carroll County, Ohio",27332,29518,29518,1.08,Carroll County,Ohio
"Champaign County, Ohio",38845,27722,27722,0.71,Champaign County,Ohio
"Clark County, Ohio",134726,27066,27066,0.2,Clark County,Ohio
"Clermont County, Ohio",204275,34390,34390,0.17,Clermont County,Ohio
"Clinton County, Ohio",41957,26690,26690,0.64,Clinton County,Ohio
"Columbiana County, Ohio",103190,26469,26469,0.26,Columbiana County,Ohio
"Coshocton County, Ohio",36585,23432,23432,0.64,Coshocton County,Ohio
"Crawford County, Ohio",41821,25744,25744,0.62,Crawford County,Ohio
"Cuyahoga County, Ohio",1247451,33114,33114,0.03,Cuyahoga County,Ohio
"Darke County, Ohio",51513,27855,27855,0.54,Darke County,Ohio
"Defiance County, Ohio",38160,29816,29816,0.78,Defiance County,Ohio
"Delaware County, Ohio",201135,48117,48117,0.24,Delaware County,Ohio
"Erie County, Ohio",74780,32790,32790,0.44,Erie County,Ohio
"Fairfield County, Ohio",154457,32021,32021,0.21,Fairfield County,Ohio
"Fayette County, Ohio",28620,26079,26079,0.91,Fayette County,Ohio
"Franklin County, Ohio",1290360,33998,33998,0.03,Franklin County,Ohio
"Fulton County, Ohio",42253,29600,29600,0.7,Fulton County,Ohio
"Gallia County, Ohio",30088,24130,24130,0.8,Gallia County,Ohio
"Geauga County, Ohio",93843,42958,42958,0.46,Geauga County,Ohio
"Greene County, Ohio",166502,35833,35833,0.22,Greene County,Ohio
"Guernsey County, Ohio",39111,24742,24742,0.63,Guernsey County,Ohio
"Hamilton County, Ohio",813589,35570,35570,0.04,Hamilton County,Ohio
"Hancock County, Ohio",75837,32797,32797,0.43,Hancock County,Ohio
"Hardin County, Ohio",31425,23383,23383,0.74,Hardin County,Ohio
"Harrison County, Ohio",15211,24940,24940,1.64,Harrison County,Ohio
"Henry County, Ohio",27208,28830,28830,1.06,Henry County,Ohio
"Highland County, Ohio",43016,23543,23543,0.55,Highland County,Ohio
"Hocking County, Ohio",28390,25588,25588,0.9,Hocking County,Ohio
"Holmes County, Ohio",43901,23404,23404,0.53,Holmes County,Ohio
"Huron County, Ohio",58339,26133,26133,0.45,Huron County,Ohio
"Jackson County, Ohio",32450,23254,23254,0.72,Jackson County,Ohio
"Jefferson County, Ohio",66371,26391,26391,0.4,Jefferson County,Ohio
"Knox County, Ohio",61481,26390,26390,0.43,Knox County,Ohio
"Lake County, Ohio",229954,34409,34409,0.15,Lake County,Ohio
"Lawrence County, Ohio",60184,24562,24562,0.41,Lawrence County,Ohio
"Licking County, Ohio",173750,31617,31617,0.18,Licking County,Ohio
"Logan County, Ohio",45316,29424,29424,0.65,Logan County,Ohio
"Lorain County, Ohio",307670,30928,30928,0.1,Lorain County,Ohio
"Lucas County, Ohio",431102,29226,29226,0.07,Lucas County,Ohio
"Madison County, Ohio",44135,29164,29164,0.66,Madison County,Ohio
"Mahoning County, Ohio",229961,28378,28378,0.12,Mahoning County,Ohio
"Marion County, Ohio",65299,24484,24484,0.37,Marion County,Ohio
"Medina County, Ohio",177980,37788,37788,0.21,Medina County,Ohio
"Meigs County, Ohio",23078,24899,24899,1.08,Meigs County,Ohio
"Mercer County, Ohio",40884,29765,29765,0.73,Mercer County,Ohio
"Miami County, Ohio",105371,31254,31254,0.3,Miami County,Ohio
"Monroe County, Ohio",13942,26476,26476,1.9,Monroe County,Ohio
"Montgomery County, Ohio",531670,30034,30034,0.06,Montgomery County,Ohio
"Morgan County, Ohio",14640,22937,22937,1.57,Morgan County,Ohio
"Morrow County, Ohio",35043,28257,28257,0.81,Morrow County,Ohio
"Muskingum County, Ohio",86131,25148,25148,0.29,Muskingum County,Ohio
"Noble County, Ohio",14416,24440,24440,1.7,Noble County,Ohio
"Ottawa County, Ohio",40632,34560,34560,0.85,Ottawa County,Ohio
"Paulding County, Ohio",18809,28300,28300,1.5,Paulding County,Ohio
"Perry County, Ohio",36022,23484,23484,0.65,Perry County,Ohio
"Pickaway County, Ohio",57762,27760,27760,0.48,Pickaway County,Ohio
"Pike County, Ohio",28000,24318,24318,0.87,Pike County,Ohio
"Portage County, Ohio",162511,30054,30054,0.18,Portage County,Ohio
"Preble County, Ohio",41093,28890,28890,0.7,Preble County,Ohio
"Putnam County, Ohio",33911,31743,31743,0.94,Putnam County,Ohio
"Richland County, Ohio",121100,25585,25585,0.21,Richland County,Ohio
"Ross County, Ohio",76948,24913,24913,0.32,Ross County,Ohio
"Sandusky County, Ohio",59029,27319,27319,0.46,Sandusky County,Ohio
"Scioto County, Ohio",76040,23719,23719,0.31,Scioto County,Ohio
"Seneca County, Ohio",55351,27100,27100,0.49,Seneca County,Ohio
"Shelby County, Ohio",48749,29381,29381,0.6,Shelby County,Ohio
"Stark County, Ohio",372404,29495,29495,0.08,Stark County,Ohio
"Summit County, Ohio",541334,33606,33606,0.06,Summit County,Ohio
"Trumbull County, Ohio",200367,26935,26935,0.13,Trumbull County,Ohio
"Tuscarawas County, Ohio",92335,27057,27057,0.29,Tuscarawas County,Ohio
"Union County, Ohio",56707,37384,37384,0.66,Union County,Ohio
"Van Wert County, Ohio",28261,27115,27115,0.96,Van Wert County,Ohio
"Vinton County, Ohio",13083,21781,21781,1.66,Vinton County,Ohio
"Warren County, Ohio",229132,41792,41792,0.18,Warren County,Ohio
"Washington County, Ohio",60426,28782,28782,0.48,Washington County,Ohio
"Wayne County, Ohio",116099,27884,27884,0.24,Wayne County,Ohio
"Williams County, Ohio",36816,27124,27124,0.74,Williams County,Ohio
"Wood County, Ohio",130150,32431,32431,0.25,Wood County,Ohio
"Wyandot County, Ohio",22000,28541,28541,1.3,Wyandot County,Ohio
"Adair County, Oklahoma",22220,17026,17026,0.77,Adair County,Oklahoma
"Alfalfa County, Oklahoma",5847,27615,27615,4.72,Alfalfa County,Oklahoma
"Atoka County, Oklahoma",13823,20443,20443,1.48,Atoka County,Oklahoma
"Beaver County, Oklahoma",5377,24514,24514,4.56,Beaver County,Oklahoma
"Beckham County, Oklahoma",22268,24480,24480,1.1,Beckham County,Oklahoma
"Blaine County, Oklahoma",9556,25851,25851,2.71,Blaine County,Oklahoma
"Bryan County, Oklahoma",46457,23979,23979,0.52,Bryan County,Oklahoma
"Caddo County, Oklahoma",29242,23167,23167,0.79,Caddo County,Oklahoma
"Canadian County, Oklahoma",140455,30755,30755,0.22,Canadian County,Oklahoma
"Carter County, Oklahoma",48319,26094,26094,0.54,Carter County,Oklahoma
"Cherokee County, Oklahoma",48664,22161,22161,0.46,Cherokee County,Oklahoma
"Choctaw County, Oklahoma",14807,21277,21277,1.44,Choctaw County,Oklahoma
"Cimarron County, Oklahoma",2174,29115,29115,13.39,Cimarron County,Oklahoma
"Cleveland County, Oklahoma",279274,31571,31571,0.11,Cleveland County,Oklahoma
"Coal County, Oklahoma",5581,24055,24055,4.31,Coal County,Oklahoma
"Comanche County, Oklahoma",121762,26449,26449,0.22,Comanche County,Oklahoma
"Cotton County, Oklahoma",5858,23564,23564,4.02,Cotton County,Oklahoma
"Craig County, Oklahoma",14390,21318,21318,1.48,Craig County,Oklahoma
"Creek County, Oklahoma",71427,26044,26044,0.36,Creek County,Oklahoma
"Custer County, Oklahoma",29152,26520,26520,0.91,Custer County,Oklahoma
"Delaware County, Oklahoma",42433,24070,24070,0.57,Delaware County,Oklahoma
"Dewey County, Oklahoma",4922,28310,28310,5.75,Dewey County,Oklahoma
"Ellis County, Oklahoma",4015,28195,28195,7.02,Ellis County,Oklahoma
"Garfield County, Oklahoma",61898,28333,28333,0.46,Garfield County,Oklahoma
"Garvin County, Oklahoma",27835,24880,24880,0.89,Garvin County,Oklahoma
"Grady County, Oklahoma",55071,30242,30242,0.55,Grady County,Oklahoma
"Grant County, Oklahoma",4397,28815,28815,6.55,Grant County,Oklahoma
"Greer County, Oklahoma",5861,18907,18907,3.23,Greer County,Oklahoma
"Harmon County, Oklahoma",2710,26045,26045,9.61,Harmon County,Oklahoma
"Harper County, Oklahoma",3760,24130,24130,6.42,Harper County,Oklahoma
"Haskell County, Oklahoma",12687,22074,22074,1.74,Haskell County,Oklahoma
"Hughes County, Oklahoma",13372,20572,20572,1.54,Hughes County,Oklahoma
"Jackson County, Oklahoma",25063,25555,25555,1.02,Jackson County,Oklahoma
"Jefferson County, Oklahoma",6158,24313,24313,3.95,Jefferson County,Oklahoma
"Johnston County, Oklahoma",11064,21197,21197,1.92,Johnston County,Oklahoma
"Kay County, Oklahoma",44402,26189,26189,0.59,Kay County,Oklahoma
"Kingfisher County, Oklahoma",15694,31724,31724,2.02,Kingfisher County,Oklahoma
"Kiowa County, Oklahoma",8886,21482,21482,2.42,Kiowa County,Oklahoma
"Latimer County, Oklahoma",10348,25240,25240,2.44,Latimer County,Oklahoma
"Le Flore County, Oklahoma",50026,20902,20902,0.42,Le Flore County,Oklahoma
"Lincoln County, Oklahoma",34895,25255,25255,0.72,Lincoln County,Oklahoma
"Logan County, Oklahoma",46683,31105,31105,0.67,Logan County,Oklahoma
"Love County, Oklahoma",10063,22036,22036,2.19,Love County,Oklahoma
"McClain County, Oklahoma",39247,32259,32259,0.82,McClain County,Oklahoma
"McCurtain County, Oklahoma",33016,20671,20671,0.63,McCurtain County,Oklahoma
"McIntosh County, Oklahoma",19725,23268,23268,1.18,McIntosh County,Oklahoma
"Major County, Oklahoma",7692,28609,28609,3.72,Major County,Oklahoma
"Marshall County, Oklahoma",16505,22781,22781,1.38,Marshall County,Oklahoma
"Mayes County, Oklahoma",41044,24472,24472,0.6,Mayes County,Oklahoma
"Murray County, Oklahoma",13946,26943,26943,1.93,Murray County,Oklahoma
"Muskogee County, Oklahoma",68736,23826,23826,0.35,Muskogee County,Oklahoma
"Noble County, Oklahoma",11335,28011,28011,2.47,Noble County,Oklahoma
"Nowata County, Oklahoma",10322,22930,22930,2.22,Nowata County,Oklahoma
"Okfuskee County, Oklahoma",12067,18437,18437,1.53,Okfuskee County,Oklahoma
"Oklahoma County, Oklahoma",787216,31609,31609,0.04,Oklahoma County,Oklahoma
"Okmulgee County, Oklahoma",38749,23431,23431,0.6,Okmulgee County,Oklahoma
"Osage County, Oklahoma",47226,25473,25473,0.54,Osage County,Oklahoma
"Ottawa County, Oklahoma",31454,20814,20814,0.66,Ottawa County,Oklahoma
"Pawnee County, Oklahoma",16412,24303,24303,1.48,Pawnee County,Oklahoma
"Payne County, Oklahoma",81815,24057,24057,0.29,Payne County,Oklahoma
"Pittsburg County, Oklahoma",44146,25524,25524,0.58,Pittsburg County,Oklahoma
"Pontotoc County, Oklahoma",38355,26187,26187,0.68,Pontotoc County,Oklahoma
"Pottawatomie County, Oklahoma",72154,24178,24178,0.34,Pottawatomie County,Oklahoma
"Pushmataha County, Oklahoma",11128,22435,22435,2.02,Pushmataha County,Oklahoma
"Roger Mills County, Oklahoma",3667,30866,30866,8.42,Roger Mills County,Oklahoma
"Rogers County, Oklahoma",91353,32148,32148,0.35,Rogers County,Oklahoma
"Seminole County, Oklahoma",24832,20666,20666,0.83,Seminole County,Oklahoma
"Sequoyah County, Oklahoma",41709,20384,20384,0.49,Sequoyah County,Oklahoma
"Stephens County, Oklahoma",43647,25769,25769,0.59,Stephens County,Oklahoma
"Texas County, Oklahoma",20805,22003,22003,1.06,Texas County,Oklahoma
"Tillman County, Oklahoma",7413,21974,21974,2.96,Tillman County,Oklahoma
"Tulsa County, Oklahoma",646419,32044,32044,0.05,Tulsa County,Oklahoma
"Wagoner County, Oklahoma",78958,29415,29415,0.37,Wagoner County,Oklahoma
"Washington County, Oklahoma",51886,30847,30847,0.59,Washington County,Oklahoma
"Washita County, Oklahoma",11225,26265,26265,2.34,Washita County,Oklahoma
"Woods County, Oklahoma",9043,27427,27427,3.03,Woods County,Oklahoma
"Woodward County, Oklahoma",20727,28915,28915,1.4,Woodward County,Oklahoma
"Baker County, Oregon",16019,28700,28700,1.79,Baker County,Oregon
"Benton County, Oregon",91107,33817,33817,0.37,Benton County,Oregon
"Clackamas County, Oregon",410463,41492,41492,0.1,Clackamas County,Oregon
"Clatsop County, Oregon",39102,29757,29757,0.76,Clatsop County,Oregon
"Columbia County, Oregon",51375,31883,31883,0.62,Columbia County,Oregon
"Coos County, Oregon",63686,27582,27582,0.43,Coos County,Oregon
"Crook County, Oregon",23011,27007,27007,1.17,Crook County,Oregon
"Curry County, Oregon",22650,30021,30021,1.33,Curry County,Oregon
"Deschutes County, Oregon",186251,35507,35507,0.19,Deschutes County,Oregon
"Douglas County, Oregon",109114,26478,26478,0.24,Douglas County,Oregon
"Gilliam County, Oregon",1878,26482,26482,14.1,Gilliam County,Oregon
"Grant County, Oregon",7189,27367,27367,3.81,Grant County,Oregon
"Harney County, Oregon",7267,26370,26370,3.63,Harney County,Oregon
"Hood River County, Oregon",23209,34926,34926,1.5,Hood River County,Oregon
"Jackson County, Oregon",216574,30250,30250,0.14,Jackson County,Oregon
"Jefferson County, Oregon",23607,23987,23987,1.02,Jefferson County,Oregon
"Josephine County, Oregon",86251,25167,25167,0.29,Josephine County,Oregon
"Klamath County, Oregon",66921,25880,25880,0.39,Klamath County,Oregon
"Lake County, Oregon",7837,24241,24241,3.09,Lake County,Oregon
"Lane County, Oregon",373340,29705,29705,0.08,Lane County,Oregon
"Lincoln County, Oregon",48547,27861,27861,0.57,Lincoln County,Oregon
"Linn County, Oregon",125048,27345,27345,0.22,Linn County,Oregon
"Malheur County, Oregon",30412,18974,18974,0.62,Malheur County,Oregon
"Marion County, Oregon",339641,27338,27338,0.08,Marion County,Oregon
"Morrow County, Oregon",11303,23682,23682,2.1,Morrow County,Oregon
"Multnomah County, Oregon",804606,39245,39245,0.05,Multnomah County,Oregon
"Polk County, Oregon",83037,29440,29440,0.35,Polk County,Oregon
"Sherman County, Oregon",1642,31615,31615,19.25,Sherman County,Oregon
"Tillamook County, Oregon",26389,27659,27659,1.05,Tillamook County,Oregon
"Umatilla County, Oregon",77129,24444,24444,0.32,Umatilla County,Oregon
"Union County, Oregon",26337,27646,27646,1.05,Union County,Oregon
